date,max,min,group,variable,value
1997-06,26,23,1997,June,26
1997-06,26,23,1997,June,26
1997-06,29,25,1997,June,29
1997-06,31,26,1997,June,31
1997-06,31,26,1997,June,31
1997-06,29,25,1997,June,29
1997-06,32,26,1997,June,32
1997-06,30,25,1997,June,30
1997-06,32,26,1997,June,32
1997-06,30,26,1997,June,30
1997-06,32,26,1997,June,32
1997-06,31,27,1997,June,31
1997-06,32,26,1997,June,32
1997-06,30,27,1997,June,30
1997-07,29,24,1997,July,29
1997-07,29,25,1997,July,29
1997-07,27,24,1997,July,27
1997-07,30,23,1997,July,30
1997-07,30,28,1997,July,30
1997-07,31,26,1997,July,31
1997-07,31,26,1997,July,31
1997-07,30,27,1997,July,30
1997-07,30,28,1997,July,30
1997-07,30,26,1997,July,30
1997-07,30,26,1997,July,30
1997-07,32,27,1997,July,32
1997-07,32,28,1997,July,32
1997-07,32,27,1997,July,32
1997-07,31,26,1997,July,31
1997-07,30,26,1997,July,30
1997-07,29,25,1997,July,29
1997-07,28,25,1997,July,28
1997-07,28,26,1997,July,28
1997-07,31,25,1997,July,31
1997-07,32,27,1997,July,32
1997-07,32,28,1997,July,32
1997-07,32,26,1997,July,32
1997-07,32,27,1997,July,32
1997-07,30,28,1997,July,30
1997-07,32,28,1997,July,32
1997-07,33,28,1997,July,33
1997-07,33,28,1997,July,33
1997-07,35,28,1997,July,35
1997-07,34,29,1997,July,34
1997-07,32,29,1997,July,32
1997-08,31,26,1997,August,31
1997-08,28,25,1997,August,28
1997-08,29,25,1997,August,29
1997-08,31,28,1997,August,31
1997-08,33,28,1997,August,33
1997-08,33,28,1997,August,33
1997-08,32,26,1997,August,32
1997-08,30,25,1997,August,30
1997-08,31,29,1997,August,31
1997-08,31,28,1997,August,31
1997-08,32,25,1997,August,32
1997-08,30,26,1997,August,30
1997-08,29,26,1997,August,29
1997-08,31,26,1997,August,31
1997-08,33,27,1997,August,33
1997-08,31,27,1997,August,31
1997-08,33,26,1997,August,33
1997-08,35,28,1997,August,35
1997-08,35,29,1997,August,35
1997-08,34,29,1997,August,34
1997-08,30,26,1997,August,30
1997-08,29,26,1997,August,29
1997-08,31,27,1997,August,31
1997-08,30,25,1997,August,30
1997-08,31,26,1997,August,31
1997-08,31,27,1997,August,31
1997-08,31,25,1997,August,31
1997-08,35,28,1997,August,35
1997-08,37,28,1997,August,37
1997-08,34,30,1997,August,34
1997-08,32,29,1997,August,32
1997-09,33,28,1997,September,33
1997-09,31,29,1997,September,31
1997-09,30,27,1997,September,30
1997-09,31,27,1997,September,31
1997-09,33,26,1997,September,33
1997-09,32,28,1997,September,32
1997-09,28,25,1997,September,28
1997-09,29,25,1997,September,29
1997-09,31,25,1997,September,31
1997-09,32,26,1997,September,32
1997-09,32,26,1997,September,32
1997-09,32,26,1997,September,32
1997-09,32,27,1997,September,32
1997-09,32,24,1997,September,32
1997-09,30,26,1997,September,30
1997-09,31,26,1997,September,31
1997-09,31,25,1997,September,31
1997-09,30,24,1997,September,30
1997-09,30,25,1997,September,30
1997-09,30,27,1997,September,30
1997-09,25,20,1997,September,25
1997-09,27,22,1997,September,27
1997-09,27,23,1997,September,27
1997-09,28,25,1997,September,28
1997-09,30,25,1997,September,30
1997-09,29,25,1997,September,29
1997-09,28,23,1997,September,28
1997-09,23,20,1997,September,23
1997-09,23,20,1997,September,23
1997-09,25,22,1997,September,25
1997-10,29,24,1997,October,29
1997-10,30,26,1997,October,30
1997-10,28,25,1997,October,28
1997-10,31,26,1997,October,31
1997-10,31,26,1997,October,31
1997-10,29,25,1997,October,29
1997-10,30,26,1997,October,30
1997-10,28,26,1997,October,28
1997-10,28,25,1997,October,28
1997-10,30,24,1997,October,30
1997-10,30,26,1997,October,30
1997-10,29,26,1997,October,29
1997-10,30,26,1997,October,30
1997-10,30,25,1997,October,30
1997-10,31,25,1997,October,31
1997-10,31,26,1997,October,31
1997-10,29,24,1997,October,29
1997-10,28,24,1997,October,28
1997-10,31,26,1997,October,31
1997-10,31,25,1997,October,31
1997-10,32,25,1997,October,32
1997-10,30,26,1997,October,30
1997-10,30,26,1997,October,30
1997-10,30,26,1997,October,30
1997-10,29,26,1997,October,29
1997-10,29,25,1997,October,29
1997-10,27,21,1997,October,27
1997-10,24,19,1997,October,24
1997-10,28,20,1997,October,28
1997-10,28,21,1997,October,28
1997-10,26,20,1997,October,26
1997-11,25,19,1997,November,25
1997-11,27,19,1997,November,27
1997-11,28,21,1997,November,28
1997-11,28,22,1997,November,28
1997-11,26,20,1997,November,26
1997-11,24,19,1997,November,24
1997-11,26,20,1997,November,26
1997-11,26,21,1997,November,26
1997-11,25,22,1997,November,25
1997-11,26,22,1997,November,26
1997-11,28,23,1997,November,28
1997-11,29,24,1997,November,29
1997-11,31,22,1997,November,31
1997-11,29,21,1997,November,29
1997-11,31,23,1997,November,31
1997-11,29,20,1997,November,29
1997-11,22,17,1997,November,22
1997-11,21,16,1997,November,21
1997-11,24,18,1997,November,24
1997-11,27,21,1997,November,27
1997-11,29,21,1997,November,29
1997-11,29,21,1997,November,29
1997-11,25,23,1997,November,25
1997-11,25,22,1997,November,25
1997-11,29,24,1997,November,29
1997-11,29,26,1997,November,29
1997-11,27,25,1997,November,27
1997-11,28,24,1997,November,28
1997-11,27,22,1997,November,27
1997-11,23,21,1997,November,23
1997-12,27,18,1997,December,27
1997-12,18,15,1997,December,18
1997-12,19,15,1997,December,19
1997-12,24,16,1997,December,24
1997-12,23,20,1997,December,23
1997-12,26,22,1997,December,26
1997-12,26,17,1997,December,26
1997-12,19,13,1997,December,19
1997-12,19,12,1997,December,19
1997-12,18,13,1997,December,18
1997-12,18,13,1997,December,18
1997-12,17,14,1997,December,17
1997-12,19,14,1997,December,19
1997-12,21,15,1997,December,21
1997-12,24,15,1997,December,24
1997-12,25,17,1997,December,25
1997-12,27,17,1997,December,27
1997-12,24,19,1997,December,24
1997-12,25,20,1997,December,25
1997-12,27,20,1997,December,27
1997-12,23,21,1997,December,23
1997-12,21,17,1997,December,21
1997-12,19,14,1997,December,19
1997-12,18,14,1997,December,18
1997-12,22,17,1997,December,22
1997-12,22,19,1997,December,22
1997-12,22,18,1997,December,22
1997-12,24,19,1997,December,24
1997-12,24,18,1997,December,24
1997-12,27,17,1997,December,27
1997-12,22,20,1997,December,22
1998-01,27,19,1998,January,27
1998-01,22,19,1998,January,22
1998-01,23,20,1998,January,23
1998-01,26,18,1998,January,26
1998-01,19,15,1998,January,19
1998-01,20,17,1998,January,20
1998-01,22,18,1998,January,22
1998-01,27,18,1998,January,27
1998-01,23,20,1998,January,23
1998-01,25,20,1998,January,25
1998-01,27,20,1998,January,27
1998-01,20,16,1998,January,20
1998-01,23,18,1998,January,23
1998-01,25,18,1998,January,25
1998-01,18,13,1998,January,18
1998-01,19,13,1998,January,19
1998-01,19,13,1998,January,19
1998-01,17,10,1998,January,17
1998-01,13,10,1998,January,13
1998-01,15,13,1998,January,15
1998-01,16,13,1998,January,16
1998-01,19,16,1998,January,19
1998-01,20,12,1998,January,20
1998-01,13,9,1998,January,13
1998-01,13,11,1998,January,13
1998-01,15,11,1998,January,15
1998-01,17,15,1998,January,17
1998-01,20,13,1998,January,20
1998-01,15,13,1998,January,15
1998-01,18,14,1998,January,18
1998-01,20,15,1998,January,20
1998-02,23,17,1998,February,23
1998-02,20,16,1998,February,20
1998-02,23,18,1998,February,23
1998-02,19,10,1998,February,19
1998-02,11,9,1998,February,11
1998-02,12,9,1998,February,12
1998-02,18,10,1998,February,18
1998-02,19,10,1998,February,19
1998-02,21,15,1998,February,21
1998-02,24,18,1998,February,24
1998-02,22,17,1998,February,22
1998-02,26,18,1998,February,26
1998-02,25,20,1998,February,25
1998-02,24,19,1998,February,24
1998-02,21,18,1998,February,21
1998-02,23,17,1998,February,23
1998-02,25,19,1998,February,25
1998-02,20,18,1998,February,20
1998-02,26,19,1998,February,26
1998-02,27,22,1998,February,27
1998-02,22,16,1998,February,22
1998-02,17,14,1998,February,17
1998-02,17,14,1998,February,17
1998-02,18,14,1998,February,18
1998-02,20,14,1998,February,20
1998-02,17,14,1998,February,17
1998-02,18,14,1998,February,18
1998-02,16,14,1998,February,16
1998-03,17,15,1998,March,17
1998-03,18,15,1998,March,18
1998-03,21,16,1998,March,21
1998-03,21,17,1998,March,21
1998-03,24,16,1998,March,24
1998-03,20,17,1998,March,20
1998-03,21,18,1998,March,21
1998-03,21,19,1998,March,21
1998-03,26,22,1998,March,26
1998-03,24,13,1998,March,24
1998-03,17,13,1998,March,17
1998-03,17,13,1998,March,17
1998-03,20,15,1998,March,20
1998-03,19,18,1998,March,19
1998-03,20,17,1998,March,20
1998-03,21,17,1998,March,21
1998-03,21,18,1998,March,21
1998-03,21,17,1998,March,21
1998-03,25,18,1998,March,25
1998-03,27,20,1998,March,27
1998-03,22,14,1998,March,22
1998-03,17,12,1998,March,17
1998-03,23,16,1998,March,23
1998-03,24,17,1998,March,24
1998-03,25,19,1998,March,25
1998-03,24,20,1998,March,24
1998-03,29,21,1998,March,29
1998-03,28,21,1998,March,28
1998-03,28,22,1998,March,28
1998-03,27,21,1998,March,27
1998-03,28,21,1998,March,28
1998-04,29,22,1998,April,29
1998-04,27,21,1998,April,27
1998-04,23,19,1998,April,23
1998-04,25,20,1998,April,25
1998-04,29,21,1998,April,29
1998-04,28,22,1998,April,28
1998-04,28,21,1998,April,28
1998-04,29,22,1998,April,29
1998-04,29,23,1998,April,29
1998-04,30,24,1998,April,30
1998-04,29,24,1998,April,29
1998-04,27,22,1998,April,27
1998-04,28,23,1998,April,28
1998-04,27,23,1998,April,27
1998-04,28,23,1998,April,28
1998-04,28,21,1998,April,28
1998-04,33,21,1998,April,33
1998-04,31,23,1998,April,31
1998-04,27,23,1998,April,27
1998-04,26,21,1998,April,26
1998-04,27,23,1998,April,27
1998-04,29,24,1998,April,29
1998-04,29,27,1998,April,29
1998-04,29,27,1998,April,29
1998-04,29,25,1998,April,29
1998-04,29,22,1998,April,29
1998-04,25,23,1998,April,25
1998-04,27,24,1998,April,27
1998-04,28,24,1998,April,28
1998-04,28,24,1998,April,28
1998-05,31,26,1998,May,31
1998-05,30,23,1998,May,30
1998-05,27,23,1998,May,27
1998-05,29,24,1998,May,29
1998-05,29,25,1998,May,29
1998-05,31,24,1998,May,31
1998-05,31,26,1998,May,31
1998-05,31,27,1998,May,31
1998-05,31,27,1998,May,31
1998-05,31,27,1998,May,31
1998-05,33,27,1998,May,33
1998-05,32,27,1998,May,32
1998-05,32,28,1998,May,32
1998-05,32,27,1998,May,32
1998-05,29,24,1998,May,29
1998-05,32,26,1998,May,32
1998-05,29,26,1998,May,29
1998-05,31,26,1998,May,31
1998-05,28,26,1998,May,28
1998-05,30,26,1998,May,30
1998-05,28,26,1998,May,28
1998-05,29,26,1998,May,29
1998-05,30,27,1998,May,30
1998-05,28,23,1998,May,28
1998-05,26,21,1998,May,26
1998-05,27,21,1998,May,27
1998-05,28,25,1998,May,28
1998-05,31,24,1998,May,31
1998-05,32,27,1998,May,32
1998-05,28,25,1998,May,28
1998-05,28,25,1998,May,28
1998-06,31,27,1998,June,31
1998-06,31,27,1998,June,31
1998-06,31,27,1998,June,31
1998-06,29,25,1998,June,29
1998-06,29,25,1998,June,29
1998-06,26,23,1998,June,26
1998-06,25,22,1998,June,25
1998-06,28,23,1998,June,28
1998-06,29,24,1998,June,29
1998-06,29,25,1998,June,29
1998-06,30,25,1998,June,30
1998-06,31,29,1998,June,31
1998-06,32,29,1998,June,32
1998-06,33,29,1998,June,33
1998-06,33,29,1998,June,33
1998-06,33,29,1998,June,33
1998-06,33,30,1998,June,33
1998-06,33,30,1998,June,33
1998-06,31,27,1998,June,31
1998-06,32,29,1998,June,32
1998-06,33,29,1998,June,33
1998-06,31,28,1998,June,31
1998-06,31,26,1998,June,31
1998-06,31,28,1998,June,31
1998-06,31,29,1998,June,31
1998-06,32,26,1998,June,32
1998-06,29,27,1998,June,29
1998-06,32,26,1998,June,32
1998-06,33,27,1998,June,33
1998-06,33,28,1998,June,33
1998-07,33,26,1998,July,33
1998-07,30,26,1998,July,30
1998-07,29,25,1998,July,29
1998-07,30,24,1998,July,30
1998-07,30,25,1998,July,30
1998-07,31,25,1998,July,31
1998-07,31,26,1998,July,31
1998-07,31,27,1998,July,31
1998-07,31,26,1998,July,31
1998-07,33,26,1998,July,33
1998-07,33,28,1998,July,33
1998-07,32,28,1998,July,32
1998-07,31,24,1998,July,31
1998-07,33,27,1998,July,33
1998-07,33,28,1998,July,33
1998-07,33,29,1998,July,33
1998-07,34,29,1998,July,34
1998-07,34,29,1998,July,34
1998-07,34,29,1998,July,34
1998-07,33,29,1998,July,33
1998-07,34,30,1998,July,34
1998-07,33,29,1998,July,33
1998-07,33,30,1998,July,33
1998-07,33,30,1998,July,33
1998-07,34,30,1998,July,34
1998-07,34,29,1998,July,34
1998-07,34,29,1998,July,34
1998-07,34,29,1998,July,34
1998-07,34,29,1998,July,34
1998-07,33,29,1998,July,33
1998-07,34,29,1998,July,34
1998-08,34,29,1998,August,34
1998-08,34,28,1998,August,34
1998-08,35,30,1998,August,35
1998-08,34,29,1998,August,34
1998-08,33,30,1998,August,33
1998-08,32,28,1998,August,32
1998-08,30,26,1998,August,30
1998-08,33,27,1998,August,33
1998-08,34,27,1998,August,34
1998-08,30,27,1998,August,30
1998-08,29,26,1998,August,29
1998-08,32,27,1998,August,32
1998-08,33,28,1998,August,33
1998-08,34,28,1998,August,34
1998-08,33,28,1998,August,33
1998-08,34,28,1998,August,34
1998-08,33,27,1998,August,33
1998-08,35,29,1998,August,35
1998-08,35,28,1998,August,35
1998-08,33,28,1998,August,33
1998-08,35,29,1998,August,35
1998-08,33,28,1998,August,33
1998-08,31,28,1998,August,31
1998-08,33,28,1998,August,33
1998-08,34,28,1998,August,34
1998-08,34,29,1998,August,34
1998-08,32,26,1998,August,32
1998-08,33,26,1998,August,33
1998-08,34,28,1998,August,34
1998-08,33,26,1998,August,33
1998-08,31,25,1998,August,31
1998-09,29,26,1998,September,29
1998-09,30,27,1998,September,30
1998-09,31,27,1998,September,31
1998-09,31,27,1998,September,31
1998-09,32,27,1998,September,32
1998-09,31,25,1998,September,31
1998-09,32,26,1998,September,32
1998-09,32,27,1998,September,32
1998-09,31,27,1998,September,31
1998-09,30,26,1998,September,30
1998-09,31,26,1998,September,31
1998-09,28,26,1998,September,28
1998-09,30,26,1998,September,30
1998-09,32,26,1998,September,32
1998-09,34,28,1998,September,34
1998-09,33,28,1998,September,33
1998-09,33,28,1998,September,33
1998-09,32,28,1998,September,32
1998-09,32,26,1998,September,32
1998-09,31,25,1998,September,31
1998-09,32,26,1998,September,32
1998-09,31,25,1998,September,31
1998-09,32,26,1998,September,32
1998-09,32,27,1998,September,32
1998-09,33,27,1998,September,33
1998-09,32,27,1998,September,32
1998-09,32,27,1998,September,32
1998-09,31,26,1998,September,31
1998-09,30,25,1998,September,30
1998-09,30,24,1998,September,30
1998-10,31,25,1998,October,31
1998-10,32,26,1998,October,32
1998-10,32,26,1998,October,32
1998-10,28,26,1998,October,28
1998-10,28,26,1998,October,28
1998-10,31,26,1998,October,31
1998-10,30,26,1998,October,30
1998-10,33,26,1998,October,33
1998-10,28,25,1998,October,28
1998-10,27,25,1998,October,27
1998-10,29,26,1998,October,29
1998-10,32,26,1998,October,32
1998-10,31,26,1998,October,31
1998-10,32,26,1998,October,32
1998-10,29,24,1998,October,29
1998-10,30,25,1998,October,30
1998-10,30,24,1998,October,30
1998-10,28,21,1998,October,28
1998-10,30,24,1998,October,30
1998-10,29,25,1998,October,29
1998-10,27,23,1998,October,27
1998-10,29,23,1998,October,29
1998-10,30,23,1998,October,30
1998-10,30,24,1998,October,30
1998-10,28,23,1998,October,28
1998-10,25,22,1998,October,25
1998-10,28,22,1998,October,28
1998-10,27,23,1998,October,27
1998-10,28,23,1998,October,28
1998-10,29,24,1998,October,29
1998-10,28,24,1998,October,28
1998-11,28,25,1998,November,28
1998-11,25,21,1998,November,25
1998-11,26,21,1998,November,26
1998-11,27,21,1998,November,27
1998-11,27,24,1998,November,27
1998-11,27,22,1998,November,27
1998-11,27,20,1998,November,27
1998-11,26,21,1998,November,26
1998-11,28,19,1998,November,28
1998-11,27,20,1998,November,27
1998-11,26,21,1998,November,26
1998-11,26,19,1998,November,26
1998-11,26,21,1998,November,26
1998-11,27,21,1998,November,27
1998-11,29,24,1998,November,29
1998-11,30,25,1998,November,30
1998-11,29,23,1998,November,29
1998-11,26,22,1998,November,26
1998-11,25,20,1998,November,25
1998-11,25,20,1998,November,25
1998-11,26,21,1998,November,26
1998-11,25,19,1998,November,25
1998-11,24,19,1998,November,24
1998-11,25,19,1998,November,25
1998-11,25,21,1998,November,25
1998-11,21,18,1998,November,21
1998-11,22,20,1998,November,22
1998-11,22,19,1998,November,22
1998-11,24,21,1998,November,24
1998-11,26,22,1998,November,26
1998-12,28,23,1998,December,28
1998-12,27,23,1998,December,27
1998-12,24,15,1998,December,24
1998-12,16,14,1998,December,16
1998-12,21,15,1998,December,21
1998-12,21,17,1998,December,21
1998-12,20,15,1998,December,20
1998-12,20,15,1998,December,20
1998-12,20,14,1998,December,20
1998-12,20,14,1998,December,20
1998-12,19,14,1998,December,19
1998-12,20,14,1998,December,20
1998-12,20,16,1998,December,20
1998-12,17,14,1998,December,17
1998-12,18,15,1998,December,18
1998-12,20,16,1998,December,20
1998-12,22,15,1998,December,22
1998-12,23,19,1998,December,23
1998-12,20,17,1998,December,20
1998-12,22,19,1998,December,22
1998-12,25,20,1998,December,25
1998-12,25,18,1998,December,25
1998-12,24,18,1998,December,24
1998-12,22,18,1998,December,22
1998-12,21,16,1998,December,21
1998-12,21,16,1998,December,21
1998-12,22,16,1998,December,22
1998-12,22,17,1998,December,22
1998-12,22,18,1998,December,22
1998-12,23,18,1998,December,23
1998-12,24,18,1998,December,24
1999-01,21,17,1999,January,21
1999-01,20,15,1999,January,20
1999-01,19,13,1999,January,19
1999-01,21,14,1999,January,21
1999-01,20,14,1999,January,20
1999-01,21,13,1999,January,21
1999-01,19,14,1999,January,19
1999-01,19,12,1999,January,19
1999-01,18,15,1999,January,18
1999-01,18,14,1999,January,18
1999-01,17,14,1999,January,17
1999-01,15,9,1999,January,15
1999-01,13,9,1999,January,13
1999-01,13,10,1999,January,13
1999-01,13,9,1999,January,13
1999-01,15,10,1999,January,15
1999-01,16,12,1999,January,16
1999-01,17,12,1999,January,17
1999-01,22,15,1999,January,22
1999-01,20,16,1999,January,20
1999-01,19,15,1999,January,19
1999-01,22,17,1999,January,22
1999-01,23,18,1999,January,23
1999-01,23,19,1999,January,23
1999-01,23,19,1999,January,23
1999-01,23,18,1999,January,23
1999-01,23,19,1999,January,23
1999-01,26,19,1999,January,26
1999-01,22,19,1999,January,22
1999-01,22,18,1999,January,22
1999-01,25,19,1999,January,25
1999-02,26,21,1999,February,26
1999-02,22,18,1999,February,22
1999-02,20,14,1999,February,20
1999-02,18,12,1999,February,18
1999-02,20,13,1999,February,20
1999-02,21,14,1999,February,21
1999-02,21,15,1999,February,21
1999-02,22,16,1999,February,22
1999-02,24,17,1999,February,24
1999-02,26,19,1999,February,26
1999-02,26,17,1999,February,26
1999-02,22,17,1999,February,22
1999-02,21,16,1999,February,21
1999-02,22,16,1999,February,22
1999-02,24,17,1999,February,24
1999-02,24,18,1999,February,24
1999-02,24,19,1999,February,24
1999-02,25,19,1999,February,25
1999-02,19,14,1999,February,19
1999-02,14,12,1999,February,14
1999-02,15,12,1999,February,15
1999-02,18,13,1999,February,18
1999-02,23,17,1999,February,23
1999-02,25,16,1999,February,25
1999-02,24,18,1999,February,24
1999-02,28,21,1999,February,28
1999-02,25,19,1999,February,25
1999-02,22,18,1999,February,22
1999-03,23,18,1999,March,23
1999-03,25,19,1999,March,25
1999-03,26,19,1999,March,26
1999-03,27,20,1999,March,27
1999-03,27,19,1999,March,27
1999-03,27,19,1999,March,27
1999-03,27,22,1999,March,27
1999-03,24,20,1999,March,24
1999-03,24,20,1999,March,24
1999-03,26,16,1999,March,26
1999-03,15,13,1999,March,15
1999-03,16,13,1999,March,16
1999-03,17,15,1999,March,17
1999-03,17,16,1999,March,17
1999-03,19,16,1999,March,19
1999-03,20,15,1999,March,20
1999-03,24,19,1999,March,24
1999-03,29,24,1999,March,29
1999-03,28,26,1999,March,28
1999-03,28,25,1999,March,28
1999-03,23,14,1999,March,23
1999-03,16,12,1999,March,16
1999-03,19,14,1999,March,19
1999-03,24,19,1999,March,24
1999-03,28,21,1999,March,28
1999-03,28,25,1999,March,28
1999-03,31,23,1999,March,31
1999-03,23,20,1999,March,23
1999-03,21,17,1999,March,21
1999-03,21,15,1999,March,21
1999-03,25,18,1999,March,25
1999-04,28,21,1999,April,28
1999-04,29,23,1999,April,29
1999-04,25,20,1999,April,25
1999-04,23,20,1999,April,23
1999-04,24,19,1999,April,24
1999-04,28,18,1999,April,28
1999-04,28,21,1999,April,28
1999-04,26,21,1999,April,26
1999-04,27,23,1999,April,27
1999-04,30,23,1999,April,30
1999-04,26,23,1999,April,26
1999-04,28,23,1999,April,28
1999-04,30,23,1999,April,30
1999-04,25,22,1999,April,25
1999-04,27,21,1999,April,27
1999-04,29,24,1999,April,29
1999-04,31,26,1999,April,31
1999-04,31,28,1999,April,31
1999-04,26,24,1999,April,26
1999-04,28,24,1999,April,28
1999-04,29,23,1999,April,29
1999-04,29,23,1999,April,29
1999-04,30,24,1999,April,30
1999-04,29,27,1999,April,29
1999-04,31,27,1999,April,31
1999-04,32,27,1999,April,32
1999-04,28,24,1999,April,28
1999-04,26,23,1999,April,26
1999-04,23,20,1999,April,23
1999-04,23,19,1999,April,23
1999-05,25,21,1999,May,25
1999-05,25,23,1999,May,25
1999-05,30,23,1999,May,30
1999-05,30,24,1999,May,30
1999-05,26,21,1999,May,26
1999-05,22,18,1999,May,22
1999-05,26,18,1999,May,26
1999-05,23,19,1999,May,23
1999-05,21,18,1999,May,21
1999-05,27,19,1999,May,27
1999-05,30,21,1999,May,30
1999-05,28,24,1999,May,28
1999-05,29,23,1999,May,29
1999-05,29,24,1999,May,29
1999-05,30,25,1999,May,30
1999-05,31,26,1999,May,31
1999-05,32,28,1999,May,32
1999-05,32,25,1999,May,32
1999-05,26,24,1999,May,26
1999-05,28,25,1999,May,28
1999-05,27,25,1999,May,27
1999-05,30,26,1999,May,30
1999-05,32,26,1999,May,32
